duplicate_keys
keycount,tablesize,gpucount,time
build tests
67108864,2097152,6,0.0649321
67108864,4194304,6,0.0677294
67108864,8388608,6,0.0694576
67108864,16777216,6,0.0796526
67108864,33554432,6,0.0865636
67108864,67108864,6,0.0947823
67108864,134217728,6,0.123947
67108864,268435456,6,0.169846
67108864,536870912,6,0.260308
67108864,1073741824,6,
67108864,2147483648,6,
intersect tests
33554432,2097152,6,0.0965066
33554432,4194304,6,0.0906821
33554432,8388608,6,0.0876623
33554432,16777216,6,0.0932613
33554432,33554432,6,0.120785
33554432,67108864,6,0.151709
33554432,134217728,6,0.205898
33554432,268435456,6,0.328846
33554432,536870912,6,
33554432,1073741824,6,
33554432,2147483648,6,oom
